id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/23025615,Shylock and the Slaves: Owing and Owning in The Merchant of Venice,Shakespeare Quarterly,2011,,article,jstor,2011-04-01,1,62,http://www.jstor.org/stable/23025615,Amanda Bailey,Folger Shakespeare Library,eng,1,24,,11485,24,unigram; bigram; trigram
http://www.jstor.org/stable/2902293,Review Article,Shakespeare Quarterly,1999,,article,jstor,1999-12-01,4,50,http://www.jstor.org/stable/2902293,Jay L. Halio,Folger Shakespeare Library,eng,542,543,,923,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869558,Another Survey of Shakespeare on Film,Shakespeare Quarterly,1980,,article,jstor,1980-07-01,2,31,http://www.jstor.org/stable/2869558,Kenneth S. Rothwell,Folger Shakespeare Library,eng,296,299,,1247,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870903,"The Politics of Theatrical Mirth: ""A Midsummer Night's Dream"", ""A Mad World"", ""My Masters"", and ""Measure for Measure""",Shakespeare Quarterly,1992,,article,jstor,1992-04-01,1,43,http://www.jstor.org/stable/2870903,Paul Yachnin,Folger Shakespeare Library,eng,51,66,,9074,16,unigram; bigram; trigram
http://www.jstor.org/stable/2902166,Review Article,Shakespeare Quarterly,2000,,article,jstor,2000-10-01,3,51,http://www.jstor.org/stable/2902166,Mario DiGangi,Folger Shakespeare Library,eng,382,384,,1161,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867762,Review Article,Shakespeare Quarterly,1965,,article,jstor,1965-01-01,1,16,http://www.jstor.org/stable/2867762,Donald E. Karr,Folger Shakespeare Library,eng,132,132,,99,1,unigram; bigram; trigram
http://www.jstor.org/stable/2871296,Puritans and the Blackfriars Theater: The Cases of Mistresses Duck and Drake,Shakespeare Quarterly,1994,,article,jstor,1994-04-01,1,45,http://www.jstor.org/stable/2871296,Allan Pritchard,Folger Shakespeare Library,eng,92,95,,2206,4,unigram; bigram; trigram
http://www.jstor.org/stable/24778442,Review Article,Shakespeare Quarterly,2013,,article,jstor,2013-04-01,1,64,http://www.jstor.org/stable/24778442,Nick Moschovakis,Folger Shakespeare Library,eng,102,106,,2265,5,unigram; bigram; trigram
http://www.jstor.org/stable/2868784,Love's Labour's Lost and the Renaissance Vision of Love,Shakespeare Quarterly,1974,,article,jstor,1974-07-01,3,25,http://www.jstor.org/stable/2868784,Neal L. Goldstein,Folger Shakespeare Library,eng,335,350,,7673,16,unigram; bigram; trigram
http://www.jstor.org/stable/2866141,Correspondence,Shakespeare Quarterly,1956,,article,jstor,1956-01-01,1,7,http://www.jstor.org/stable/2866141,,Folger Shakespeare Library,eng,133,134,,889,2,unigram; bigram; trigram
http://www.jstor.org/stable/24778463,Review Article,Shakespeare Quarterly,2013,,article,jstor,2013-07-01,2,64,http://www.jstor.org/stable/24778463,Mary Floyd-Wilson,Folger Shakespeare Library,eng,248,250,,1291,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870646,Review Article,Shakespeare Quarterly,1988,,article,jstor,1988-07-01,2,39,http://www.jstor.org/stable/2870646,Hallett Smith,Folger Shakespeare Library,eng,262,263,,679,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870857,Review Article,Shakespeare Quarterly,1991,,article,jstor,1991-10-01,3,42,http://www.jstor.org/stable/2870857,G. K. Hunter,Folger Shakespeare Library,eng,379,380,,933,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866919,"[Illustration]: The College of Priests in Stratford, erected near Holy Trinity Church",Shakespeare Quarterly,1959,,article,jstor,1959-04-01,2,10,http://www.jstor.org/stable/2866919,,Folger Shakespeare Library,eng,146,146,,50,1,unigram; bigram; trigram
http://www.jstor.org/stable/2868812,Review Article,Shakespeare Quarterly,1971,,article,jstor,1971-04-01,2,22,http://www.jstor.org/stable/2868812,T. Walter Herbert,Folger Shakespeare Library,eng,175,176,,315,2,unigram; bigram; trigram
http://www.jstor.org/stable/2902117,Review Article,Shakespeare Quarterly,1999,,article,jstor,1999-04-01,1,50,http://www.jstor.org/stable/2902117,Julie Robin Solomon,Folger Shakespeare Library,eng,95,97,,1645,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870518,Review Article,Shakespeare Quarterly,1987,,article,jstor,1987-10-01,3,38,http://www.jstor.org/stable/2870518,Paul N. Siegel,Folger Shakespeare Library,eng,382,384,,1302,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868356,Marina's Maidenhead,Shakespeare Quarterly,1973,,article,jstor,1973-07-01,3,24,http://www.jstor.org/stable/2868356,Angus Easson,Folger Shakespeare Library,eng,328,329,,793,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869140,From Stage to Screen,Shakespeare Quarterly,1978,,article,jstor,1978-04-01,2,29,http://www.jstor.org/stable/2869140,Andrew M. McLean,Folger Shakespeare Library,eng,315,320,,2195,4,unigram; bigram; trigram
http://www.jstor.org/stable/2866045,"[Illustration]: Henry Wriothesley (1573-1624), Third Earl of Southampton",Shakespeare Quarterly,1955,,article,jstor,1955-01-01,1,6,http://www.jstor.org/stable/2866045,,Folger Shakespeare Library,eng,,,,36,1,unigram; bigram; trigram
http://www.jstor.org/stable/2867250,Review Article,Shakespeare Quarterly,1958,,article,jstor,1958-04-01,2,9,http://www.jstor.org/stable/2867250,Kenneth Muir,Folger Shakespeare Library,eng,197,200,,1437,4,unigram; bigram; trigram
http://www.jstor.org/stable/4625012,Unpinning Desdemona,Shakespeare Quarterly,2007,,article,jstor,2007-12-01,4,58,http://www.jstor.org/stable/4625012,Denise A. Walen,Folger Shakespeare Library,eng,487,508,,7872,22,unigram; bigram; trigram
http://www.jstor.org/stable/2866307,"[Illustration]: The Battle of Bosworth, which ended the Wars of the Roses",Shakespeare Quarterly,1952,,article,jstor,1952-07-01,3,3,http://www.jstor.org/stable/2866307,,Folger Shakespeare Library,eng,254,254,,132,1,unigram; bigram; trigram
http://www.jstor.org/stable/3844358,Review Article,Shakespeare Quarterly,2002,,article,jstor,2002-10-01,3,53,http://www.jstor.org/stable/3844358,Linda Woodbridge,Folger Shakespeare Library,eng,413,420,,4181,8,unigram; bigram; trigram
http://www.jstor.org/stable/23025616,"Black Aeneas: Race, English Literary History, and the ""Barbarous"" Poetics of Titus Andronicus",Shakespeare Quarterly,2011,,article,jstor,2011-04-01,1,62,http://www.jstor.org/stable/23025616,Carolyn Sale,Folger Shakespeare Library,eng,25,52,,13488,28,unigram; bigram; trigram
http://www.jstor.org/stable/2869087,"The Tempest, the Joseph Story, and the Cannibals",Shakespeare Quarterly,1977,,article,jstor,1977-07-01,3,28,http://www.jstor.org/stable/2869087,James Hoyle,Folger Shakespeare Library,eng,358,362,,3077,5,unigram; bigram; trigram
http://www.jstor.org/stable/2870654,Pope's Influence on Shakespeare?,Shakespeare Quarterly,1991,,article,jstor,1991-04-01,1,42,http://www.jstor.org/stable/2870654,Catherine Bates,Folger Shakespeare Library,eng,57,59,,1578,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870843,Shakespeare's Mastiff Comedy,Shakespeare Quarterly,1991,,article,jstor,1991-10-01,3,42,http://www.jstor.org/stable/2870843,Stephen Dickey,Folger Shakespeare Library,eng,255,275,,12338,21,unigram; bigram; trigram
http://www.jstor.org/stable/2868650,William Poel,Shakespeare Quarterly,1972,,article,jstor,1972-01-01,1,23,http://www.jstor.org/stable/2868650,Edward M. Moore,Folger Shakespeare Library,eng,21,36,,8801,16,unigram; bigram; trigram
http://www.jstor.org/stable/2867662,The Canadian Shakespeare Festival,Shakespeare Quarterly,1965,,article,jstor,1965-10-01,4,16,http://www.jstor.org/stable/2867662,Arnold Edinborough,Folger Shakespeare Library,eng,325,327,,1705,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867152,Review Article,Shakespeare Quarterly,1958,,article,jstor,1958-10-01,4,9,http://www.jstor.org/stable/2867152,Anna Maria Crinò,Folger Shakespeare Library,eng,569,572,,1969,4,unigram; bigram; trigram
http://www.jstor.org/stable/40210272,Review Article,Shakespeare Quarterly,2008,,article,jstor,2008-07-01,2,59,http://www.jstor.org/stable/40210272,James Schiffer,Folger Shakespeare Library,eng,227,230,,1406,4,unigram; bigram; trigram
http://www.jstor.org/stable/2871348,A Lover's Complaint,Shakespeare Quarterly,1997,,article,jstor,1997-01-01,5,48,http://www.jstor.org/stable/2871348,,Folger Shakespeare Library,eng,670,670,,51,1,unigram; bigram; trigram
http://www.jstor.org/stable/2902216,Review Article,Shakespeare Quarterly,1998,,article,jstor,1998-04-01,1,49,http://www.jstor.org/stable/2902216,Karen Cunningham,Folger Shakespeare Library,eng,99,101,,1544,3,unigram; bigram; trigram
http://www.jstor.org/stable/40210302,Review Article,Shakespeare Quarterly,2008,,article,jstor,2008-12-01,4,59,http://www.jstor.org/stable/40210302,Jyotsna G. Singh,Folger Shakespeare Library,eng,491,493,,1137,3,unigram; bigram; trigram
http://www.jstor.org/stable/2866364,"The Oregon Shakespeare Festival, 1956",Shakespeare Quarterly,1956,,article,jstor,1956-10-01,4,7,http://www.jstor.org/stable/2866364,Robert D. Horn,Folger Shakespeare Library,eng,415,418,,2152,4,unigram; bigram; trigram
http://www.jstor.org/stable/2867454,"The Use of a ""Fit-Up"" Booth in Othello",Shakespeare Quarterly,1961,,article,jstor,1961-10-01,4,12,http://www.jstor.org/stable/2867454,Lawrence J. Ross,Folger Shakespeare Library,eng,359,370,,6990,12,unigram; bigram; trigram
http://www.jstor.org/stable/2870521,Review Article,Shakespeare Quarterly,1987,,article,jstor,1987-10-01,3,38,http://www.jstor.org/stable/2870521,Maurice Charney,Folger Shakespeare Library,eng,390,392,,1373,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868443,"The Champlain Shakespeare Festival, An Overview",Shakespeare Quarterly,1970,,article,jstor,1970-10-01,4,21,http://www.jstor.org/stable/2868443,Ghita Picoff,Folger Shakespeare Library,eng,483,485,,1622,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868192,Review Article,Shakespeare Quarterly,1963,,article,jstor,1963-10-01,4,14,http://www.jstor.org/stable/2868192,J. V. Cunningham,Folger Shakespeare Library,eng,471,473,,840,3,unigram; bigram; trigram
http://www.jstor.org/stable/2869127,Shakespeare in Tokyo,Shakespeare Quarterly,1978,,article,jstor,1978-04-01,2,29,http://www.jstor.org/stable/2869127,Toshihiko Shibata,Folger Shakespeare Library,eng,289,291,,1429,3,unigram; bigram; trigram
http://www.jstor.org/stable/2869630,Much Virtue in If,Shakespeare Quarterly,1977,,article,jstor,1977-01-01,1,28,http://www.jstor.org/stable/2869630,Maura Slattery Kuhn,Folger Shakespeare Library,eng,40,50,,5153,11,unigram; bigram; trigram
http://www.jstor.org/stable/3844268,"Shakespeare Onstage in England, 2004-2005",Shakespeare Quarterly,2005,,article,jstor,2005-12-01,4,56,http://www.jstor.org/stable/3844268,Patricia Tatspaugh,Folger Shakespeare Library,eng,448,478,,14230,31,unigram; bigram; trigram
http://www.jstor.org/stable/2866026,[Illustration]: Opening in Charles Kean's Prompt-book of Cymbeline,Shakespeare Quarterly,1954,,article,jstor,1954-10-01,4,5,http://www.jstor.org/stable/2866026,,Folger Shakespeare Library,eng,410,410,,203,1,unigram; bigram; trigram
http://www.jstor.org/stable/2866329,Tradition and Originality in Shakespeare's Richard III,Shakespeare Quarterly,1954,,article,jstor,1954-07-01,3,5,http://www.jstor.org/stable/2866329,Wolfgang H. Clemen,Folger Shakespeare Library,eng,247,257,,6302,11,unigram; bigram; trigram
http://www.jstor.org/stable/2870568,"Shakespeare Festival, Canada 1986",Shakespeare Quarterly,1987,,article,jstor,1987-07-01,2,38,http://www.jstor.org/stable/2870568,"Herbert S. Weil, Jr.",Folger Shakespeare Library,eng,227,240,,7521,14,unigram; bigram; trigram
http://www.jstor.org/stable/2902339,"Text, Performance, and the Editors: Staging Shakespeare's Drama",Shakespeare Quarterly,2000,,article,jstor,2000-12-01,4,51,http://www.jstor.org/stable/2902339,Margaret Jane Kidnie,Folger Shakespeare Library,eng,456,473,,9068,18,unigram; bigram; trigram
http://www.jstor.org/stable/2868526,Articles,Shakespeare Quarterly,1972,,article,jstor,1972-07-01,3,23,http://www.jstor.org/stable/2868526,Bruce Nesbitt,Folger Shakespeare Library,eng,300,337,,19474,38,unigram; bigram; trigram
http://www.jstor.org/stable/2868341,Bibliographies and Surveys,Shakespeare Quarterly,1964,,article,jstor,1964-07-01,3,15,http://www.jstor.org/stable/2868341,Robert W. Dent,Folger Shakespeare Library,eng,247,249,,1055,3,unigram; bigram; trigram
http://www.jstor.org/stable/24778493,"Speed and the Problem of Real Time in ""Macbeth""",Shakespeare Quarterly,2013,,article,jstor,2013-12-01,4,64,http://www.jstor.org/stable/24778493,Howard Marchitello,Folger Shakespeare Library,eng,425,448,,11340,24,unigram; bigram; trigram
http://www.jstor.org/stable/2869244,Macbeth and His Porter,Shakespeare Quarterly,1975,,article,jstor,1975-04-01,2,26,http://www.jstor.org/stable/2869244,Frederic B. Tromly,Folger Shakespeare Library,eng,151,156,,3293,6,unigram; bigram; trigram
http://www.jstor.org/stable/2867492,[Illustration]: Player's Part--The Spanish Friar (1679/80),Shakespeare Quarterly,1960,,article,jstor,1960-10-01,4,11,http://www.jstor.org/stable/2867492,,Folger Shakespeare Library,eng,466,466,,166,1,unigram; bigram; trigram
http://www.jstor.org/stable/3844155,Review Article,Shakespeare Quarterly,2004,,article,jstor,2004-10-01,3,55,http://www.jstor.org/stable/3844155,Douglas Bruster,Folger Shakespeare Library,eng,328,330,,1637,3,unigram; bigram; trigram
http://www.jstor.org/stable/2866816,"Law and Equity in ""Measure for Measure""",Shakespeare Quarterly,1962,,article,jstor,1962-07-01,3,13,http://www.jstor.org/stable/2866816,Wilbur Dunkel,Folger Shakespeare Library,eng,275,285,,6002,11,unigram; bigram; trigram
http://www.jstor.org/stable/3844180,Review Article,Shakespeare Quarterly,2003,,article,jstor,2003-07-01,2,54,http://www.jstor.org/stable/3844180,Robert Smallwood,Folger Shakespeare Library,eng,199,201,,1577,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867681,Review Article,Shakespeare Quarterly,1965,,article,jstor,1965-10-01,4,16,http://www.jstor.org/stable/2867681,Arnold Edinborough,Folger Shakespeare Library,eng,360,361,,339,2,unigram; bigram; trigram
http://www.jstor.org/stable/40985637,Review Article,Shakespeare Quarterly,2010,,article,jstor,2010-12-01,4,61,http://www.jstor.org/stable/40985637,Grace Tiffany,Folger Shakespeare Library,eng,591,593,,1326,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870262,Hamlet in Trondheim,Shakespeare Quarterly,1981,,article,jstor,1981-10-01,3,32,http://www.jstor.org/stable/2870262,Ruth Sherry,Folger Shakespeare Library,eng,372,373,,643,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866994,Shakespeare in Providence,Shakespeare Quarterly,1957,,article,jstor,1957-07-01,3,8,http://www.jstor.org/stable/2866994,William T. Hastings,Folger Shakespeare Library,eng,335,351,,9117,19,unigram; bigram; trigram
http://www.jstor.org/stable/2868306,Reviews of Current Stage and Screen Productions,Shakespeare Quarterly,1967,,article,jstor,1967-07-01,3,18,http://www.jstor.org/stable/2868306,Rudolph E. Habenicht,Folger Shakespeare Library,eng,285,294,,4452,10,unigram; bigram; trigram
http://www.jstor.org/stable/3844052,Back Matter,Shakespeare Quarterly,2002,,article,jstor,2002-04-01,1,53,http://www.jstor.org/stable/3844052,,Folger Shakespeare Library,eng,141,142,,3851,18,unigram; bigram; trigram
http://www.jstor.org/stable/2868891,Amphibology in Shakespeare's Sonnet 64,Shakespeare Quarterly,1974,,article,jstor,1974-01-01,1,25,http://www.jstor.org/stable/2868891,James Grimshaw,Folger Shakespeare Library,eng,127,129,,691,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870297,A Bibliography Recommended,Shakespeare Quarterly,1981,,article,jstor,1981-04-01,1,32,http://www.jstor.org/stable/2870297,Stanley Wells,Folger Shakespeare Library,eng,120,121,,766,2,unigram; bigram; trigram
http://www.jstor.org/stable/2867592,Shakespeare in Elementary and Secondary Schools,Shakespeare Quarterly,1965,,article,jstor,1965-07-01,3,16,http://www.jstor.org/stable/2867592,Robert W. Dent,Folger Shakespeare Library,eng,153,154,,579,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866605,Notes and Comments,Shakespeare Quarterly,1954,,article,jstor,1954-04-01,2,5,http://www.jstor.org/stable/2866605,,Folger Shakespeare Library,eng,215,216,,627,2,unigram; bigram; trigram
http://www.jstor.org/stable/40468396,Review Article,Shakespeare Quarterly,2009,,article,jstor,2009-12-01,4,60,http://www.jstor.org/stable/40468396,Robert Hornback,Folger Shakespeare Library,eng,515,518,,1253,4,unigram; bigram; trigram
http://www.jstor.org/stable/3844070,Front Matter,Shakespeare Quarterly,2002,,article,jstor,2002-07-01,2,53,http://www.jstor.org/stable/3844070,,Folger Shakespeare Library,eng,i,i,,799,2,unigram; bigram; trigram
http://www.jstor.org/stable/3648704,Review Article,Shakespeare Quarterly,2001,,article,jstor,2001-12-01,4,52,http://www.jstor.org/stable/3648704,Douglas Bruster,Folger Shakespeare Library,eng,508,510,,1024,3,unigram; bigram; trigram
http://www.jstor.org/stable/2902116,Review Article,Shakespeare Quarterly,1999,,article,jstor,1999-04-01,1,50,http://www.jstor.org/stable/2902116,Cary M. Mazer,Folger Shakespeare Library,eng,91,94,,2414,4,unigram; bigram; trigram
http://www.jstor.org/stable/2870596,Review Article,Shakespeare Quarterly,1988,,article,jstor,1988-04-01,1,39,http://www.jstor.org/stable/2870596,Jay L. Halio,Folger Shakespeare Library,eng,108,114,,4397,7,unigram; bigram; trigram
http://www.jstor.org/stable/2868966,Volume Information,Shakespeare Quarterly,1969,,article,jstor,1969-01-01,1,20,http://www.jstor.org/stable/2868966,,Folger Shakespeare Library,eng,i,xx,,9152,23,unigram; bigram; trigram
http://www.jstor.org/stable/3648674,Review Article,Shakespeare Quarterly,2001,,article,jstor,2001-07-01,2,52,http://www.jstor.org/stable/3648674,Kathleen McLuskie,Folger Shakespeare Library,eng,293,296,,1503,4,unigram; bigram; trigram
http://www.jstor.org/stable/2870178,A Rendering Of Hilliard,Shakespeare Quarterly,1984,,article,jstor,1984-12-01,4,35,http://www.jstor.org/stable/2870178,Frank Cossa,Folger Shakespeare Library,eng,491,492,,1113,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870821,Scanning this Thing Further: Iago's Ambiguous Advice,Shakespeare Quarterly,1989,,article,jstor,1989-07-01,2,40,http://www.jstor.org/stable/2870821,Erik S. Ryding,Folger Shakespeare Library,eng,195,196,,624,2,unigram; bigram; trigram
http://www.jstor.org/stable/4625002,Review Article,Shakespeare Quarterly,2007,,article,jstor,2007-10-01,3,58,http://www.jstor.org/stable/4625002,Evelyn Tribble,Folger Shakespeare Library,eng,404,406,,1076,3,unigram; bigram; trigram
http://www.jstor.org/stable/2869330,Shakespeare in Hungary,Shakespeare Quarterly,1979,,article,jstor,1979-04-01,2,30,http://www.jstor.org/stable/2869330,I. Pálffy,Folger Shakespeare Library,eng,289,290,,991,2,unigram; bigram; trigram
http://www.jstor.org/stable/2902337,Extending Credit in the Henry IV Plays,Shakespeare Quarterly,2000,,article,jstor,2000-12-01,4,51,http://www.jstor.org/stable/2902337,Nina Levine,Folger Shakespeare Library,eng,403,431,,14291,29,unigram; bigram; trigram
http://www.jstor.org/stable/2870869,Review Article,Shakespeare Quarterly,1992,,article,jstor,1992-12-01,4,43,http://www.jstor.org/stable/2870869,Theodore B. Leinwand,Folger Shakespeare Library,eng,486,489,,1964,4,unigram; bigram; trigram
http://www.jstor.org/stable/2871073,[B],Shakespeare Quarterly,1964,,article,jstor,1964-01-01,,15,http://www.jstor.org/stable/2871073,,Folger Shakespeare Library,eng,13,29,,9501,17,unigram; bigram; trigram
http://www.jstor.org/stable/2868259,"[Illustration]: An Elegy On that Worthy and Famous Actor, Mr. Charles Hart",Shakespeare Quarterly,1965,,article,jstor,1965-04-01,2,16,http://www.jstor.org/stable/2868259,,Folger Shakespeare Library,eng,154,154,,709,1,unigram; bigram; trigram
http://www.jstor.org/stable/2869852,Pattern in Revenge Madness,Shakespeare Quarterly,1983,,article,jstor,1983-07-01,2,34,http://www.jstor.org/stable/2869852,Roy Battenhouse,Folger Shakespeare Library,eng,251,254,,2164,4,unigram; bigram; trigram
http://www.jstor.org/stable/2870025,Shakespeare in The Nation's Capital,Shakespeare Quarterly,1981,,article,jstor,1981-07-01,2,32,http://www.jstor.org/stable/2870025,Jeanne Addison Roberts,Folger Shakespeare Library,eng,206,210,,2997,5,unigram; bigram; trigram
http://www.jstor.org/stable/2869333,Shakespeare in West Germany,Shakespeare Quarterly,1979,,article,jstor,1979-04-01,2,30,http://www.jstor.org/stable/2869333,Werner Habicht,Folger Shakespeare Library,eng,295,300,,3224,6,unigram; bigram; trigram
http://www.jstor.org/stable/2870061,Looking Up and Looking Down: Shakespeare's Vertical Audience,Shakespeare Quarterly,1984,,article,jstor,1984-01-01,5,35,http://www.jstor.org/stable/2870061,Derek Peat,Folger Shakespeare Library,eng,563,570,,4280,8,unigram; bigram; trigram
http://www.jstor.org/stable/2869151,"""A Commodity of Good Names"" In the Henry IV Plays",Shakespeare Quarterly,1978,,article,jstor,1978-07-01,3,29,http://www.jstor.org/stable/2869151,Warren J. Macisaac,Folger Shakespeare Library,eng,417,419,,1480,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867948,[Illustration]: Masquers during the carnival in Venice.,Shakespeare Quarterly,1964,,article,jstor,1964-01-01,1,15,http://www.jstor.org/stable/2867948,,Folger Shakespeare Library,eng,14,14,,55,1,unigram; bigram; trigram
http://www.jstor.org/stable/4624990,Front Matter,Shakespeare Quarterly,2007,,article,jstor,2007-10-01,3,58,http://www.jstor.org/stable/4624990,,Folger Shakespeare Library,eng,i,ii,,763,4,unigram; bigram; trigram
http://www.jstor.org/stable/2870028,North Carolina Shakespeare Festival,Shakespeare Quarterly,1981,,article,jstor,1981-07-01,2,32,http://www.jstor.org/stable/2870028,John Moehlmann,Folger Shakespeare Library,eng,213,215,,1719,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868667,Correspondence,Shakespeare Quarterly,1972,,article,jstor,1972-01-01,1,23,http://www.jstor.org/stable/2868667,,Folger Shakespeare Library,eng,125,126,,1113,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870332,Front Matter,Shakespeare Quarterly,1982,,article,jstor,1982-04-01,1,33,http://www.jstor.org/stable/2870332,,Folger Shakespeare Library,eng,1,4,,1342,6,unigram; bigram; trigram
http://www.jstor.org/stable/2869668,A Massive Macbeth,Shakespeare Quarterly,1979,,article,jstor,1979-01-01,1,30,http://www.jstor.org/stable/2869668,Carol J. Carlisle,Folger Shakespeare Library,eng,99,100,,705,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869948,Focusing on Macbeth,Shakespeare Quarterly,1984,,article,jstor,1984-07-01,2,35,http://www.jstor.org/stable/2869948,Jay L. Halio,Folger Shakespeare Library,eng,251,253,,1779,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867122,Review Article,Shakespeare Quarterly,1959,,article,jstor,1959-10-01,4,10,http://www.jstor.org/stable/2867122,Elkin Calhoun Wilson,Folger Shakespeare Library,eng,612,614,,1292,3,unigram; bigram; trigram
http://www.jstor.org/stable/3844354,Review Article,Shakespeare Quarterly,2002,,article,jstor,2002-10-01,3,53,http://www.jstor.org/stable/3844354,Sharon Achinstein,Folger Shakespeare Library,eng,403,404,,1073,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866468,Books and Articles Relating to Shakespeare,Shakespeare Quarterly,1956,,article,jstor,1956-04-01,2,7,http://www.jstor.org/stable/2866468,Paul A. Jorgensen,Folger Shakespeare Library,eng,299,337,,22548,39,unigram; bigram; trigram
http://www.jstor.org/stable/3648712,Review Article,Shakespeare Quarterly,2001,,article,jstor,2001-12-01,4,52,http://www.jstor.org/stable/3648712,Michael D. Friedman,Folger Shakespeare Library,eng,529,531,,1174,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868933,Back Matter,Shakespeare Quarterly,1971,,article,jstor,1971-10-01,4,22,http://www.jstor.org/stable/2868933,,Folger Shakespeare Library,eng,415,415,,362,1,unigram; bigram; trigram
http://www.jstor.org/stable/2868709,Articles,Shakespeare Quarterly,1970,,article,jstor,1970-07-01,3,21,http://www.jstor.org/stable/2868709,Rudolph E. Habenicht; Bruce Nesbitt,Folger Shakespeare Library,eng,287,329,,22986,43,unigram; bigram; trigram
http://www.jstor.org/stable/2869296,Shakespeare in Northern New England: Monmouth and Champlain,Shakespeare Quarterly,1979,,article,jstor,1979-04-01,2,30,http://www.jstor.org/stable/2869296,Kenneth S. Rothwell,Folger Shakespeare Library,eng,178,183,,3838,6,unigram; bigram; trigram
http://www.jstor.org/stable/2871256,Shakespeare: Reading/Text/Theory,Shakespeare Quarterly,1997,,article,jstor,1997-12-01,4,48,http://www.jstor.org/stable/2871256,Coppélia Kahn,Folger Shakespeare Library,eng,455,458,,1878,4,unigram; bigram; trigram
http://www.jstor.org/stable/2866440,[Illustration: Theatre Royal in Convent-Garden],Shakespeare Quarterly,1956,,article,jstor,1956-04-01,2,7,http://www.jstor.org/stable/2866440,,Folger Shakespeare Library,eng,210,210,,133,1,unigram; bigram; trigram
http://www.jstor.org/stable/2871016,"""Standing to the Wall"": The Pressures of Masculinity in Romeo and Juliet",Shakespeare Quarterly,1997,,article,jstor,1997-10-01,3,48,http://www.jstor.org/stable/2871016,Robert Appelbaum,Folger Shakespeare Library,eng,251,272,,13314,22,unigram; bigram; trigram
http://www.jstor.org/stable/2866471,[Illustration]: Detail of the Wedding Feast of Sir Henry Unton,Shakespeare Quarterly,1953,,article,jstor,1953-10-01,4,4,http://www.jstor.org/stable/2866471,,Folger Shakespeare Library,eng,,,,26,1,unigram; bigram; trigram
http://www.jstor.org/stable/2868362,Review Article,Shakespeare Quarterly,1973,,article,jstor,1973-07-01,3,24,http://www.jstor.org/stable/2868362,Lewis F. Ball,Folger Shakespeare Library,eng,338,338,,460,1,unigram; bigram; trigram
http://www.jstor.org/stable/2867242,The Elizabethan Rejection of Judicial Astrology and Shakespeare's Practice,Shakespeare Quarterly,1958,,article,jstor,1958-04-01,2,9,http://www.jstor.org/stable/2867242,Warren D. Smith,Folger Shakespeare Library,eng,159,176,,10181,18,unigram; bigram; trigram
http://www.jstor.org/stable/2868673,"Shakespeare at Stratford, Ontario, 1972",Shakespeare Quarterly,1972,,article,jstor,1972-10-01,4,23,http://www.jstor.org/stable/2868673,Berners W. Jackson,Folger Shakespeare Library,eng,388,394,,3948,11,unigram; bigram; trigram
http://www.jstor.org/stable/3844062,Review Article,Shakespeare Quarterly,2003,,article,jstor,2003-12-01,4,54,http://www.jstor.org/stable/3844062,Brian Boyd,Folger Shakespeare Library,eng,458,461,,2127,4,unigram; bigram; trigram
http://www.jstor.org/stable/2869091,A Psychiatrist Examines Hamlet,Shakespeare Quarterly,1977,,article,jstor,1977-07-01,3,28,http://www.jstor.org/stable/2869091,W. Speed Hill,Folger Shakespeare Library,eng,369,371,,1535,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867360,Review Article,Shakespeare Quarterly,1958,,article,jstor,1958-07-01,,3,http://www.jstor.org/stable/2867360,J. R. Brown,Folger Shakespeare Library,eng,415,416,,231,2,unigram; bigram; trigram
http://www.jstor.org/stable/2867534,Review Article,Shakespeare Quarterly,1957,,article,jstor,1957-01-01,1,8,http://www.jstor.org/stable/2867534,Milton Crane,Folger Shakespeare Library,eng,119,119,,308,1,unigram; bigram; trigram
