Character,Sentence,movie_number,identified_spells
HERMIONE,"No! Even with a proper wand, it's too risky.",film 2,
HERMIONE,You could hit Harry.,film 2,
DRACO,"Training for the ballet, Potter!!",film 2,
DRACO,"You'll never catch me, Potter.",film 2,
HERMIONE,Let's go.,film 2,
LEE JORDAN,Harry Potter has caught the Snitch.,film 2,
LEE JORDAN,Gryffindor wins!,film 2,
HERMIONE,Finite Incantatem!,film 2,Finite
HARRY,Thank you.,film 2,
HERMIONE,Are you okay?,film 2,
HARRY,No. I think my arm is broken.,film 2,
GILDEROY LOCKHART,"Not to worry, Harry. ",film 2,
GILDEROY LOCKHART,I will fix that arm of yours straight away.,film 2,
HARRY,"No, Not you.",film 2,
GILDEROY LOCKHART,Boy doesn't know what he's saying.,film 2,
GILDEROY LOCKHART,This won't hurt a bit.,film 2,
GILDEROY LOCKHART,Brackium Emendo!,film 2,Brackium Emendo
GILDEROY LOCKHART,"Yes, well, that can sometimes happen but the point is you can no longer feel any pain, and, very clearly, the bones are not broken.",film 2,
HAGRID,Broken? There's no bones left.,film 2,
GILDEROY LOCKHART,"Much more flexible, though.",film 2,
MADAM POMFREY,"Mr. Malfoy, stop making such a fuss.",film 2,
MADAM POMFREY,You can go. Out of my way.,film 2,
MADAM POMFREY,Should have been brought straight to me.,film 2,
MADAM POMFREY,"I can mend bones in a heartbeat, but growing them back...",film 2,
HERMIONE,"You will be able to, won't you?",film 2,
MADAM POMFREY,"I'll be able to, certainly.",film 2,
MADAM POMFREY,But it'll be painful.,film 2,
MADAM POMFREY,"You're in for a rough night, Potter.",film 2,
MADAM POMFREY,Regrowing bones is a nasty business.,film 2,
MADAM POMFREY,What do you expect?,film 2,
MADAM POMFREY,Pumpkin juice?,film 2,
VOICE,Kill. Kill.!!,film 2,
VOICE,Time to kill..,film 2,
DOBBY,Hello.,film 2,
HARRY,Dobby?,film 2,
DOBBY,Harry Potter should have listened to Dobby.,film 2,
DOBBY,Harry Potter should have gone back home when he missed the train.,film 2,
HARRY,It was you. ,film 2,
HARRY,You stopped the barrier from letting Ron and me through.,film 2,
DOBBY,"Indeed. Yes, sir.",film 2,
HARRY,You nearly got Ron and me expelled.,film 2,
DOBBY,At least you would be away from here.,film 2,
DOBBY,Harry Potter must go home.,film 2,
DOBBY,Dobby thought his Bludger would be enough to make Harry Potter see...,film 2,
HARRY,Your Bludger? You made that Bludger chase after me?,film 2,
DOBBY,"Dobby feels most aggrieved, sir.",film 2,
DOBBY,Dobby had to iron his hands.,film 2,
HARRY,"You better clear off before my bones come back Dobby, or I might strangle you.",film 2,
DOBBY,"Dobby is used to death threats, sir.",film 2,
DOBBY,Dobby gets them five times a day at home.,film 2,
HARRY,I don't suppose you could tell me why you're trying to kill me?,film 2,
DOBBY,"Not kill you, sir.",film 2,
DOBBY,Never kill you.,film 2,
DOBBY,Dobby remembers how it was before Harry Potter triumphed over He-Who-Must-Not-Be-Named.,film 2,
DOBBY,"We house-elves were treated like vermin, sir.",film 2,
DOBBY,"Of course, Dobby is still treated like vermin.",film 2,
HARRY,"Why do you wear that thing, Dobby?",film 2,
DOBBY,"This, sir? It is a mark of the house-elf's enslavement.",film 2,
DOBBY,Dobby can only be freed if his master presents him with clothes.,film 2,
DOBBY,Listen.,film 2,
DOBBY,Listen!,film 2,
DOBBY,Terrible things are about to happen at Hogwarts.,film 2,
DOBBY,Harry Potter must not stay here...now that history is to repeat itself.,film 2,
HARRY,Repeat itself? You mean this has happened before?,film 2,
DOBBY,Oahh! I shouldn't have said that.,film 2,
DOBBY,Bad Dobby! Bad!,film 2,
HARRY,Stop it!,film 2,
HARRY,"Stop it, Dobby!",film 2,
HARRY,Tell me Dobby when did this happen before?,film 2,
HARRY,Who's doing it now?,film 2,
DOBBY,"Dobby cannot say, sir. ",film 2,
DOBBY,Dobby only wants Harry Potter to be safe.,film 2,
HARRY,"No, Dobby. Tell me.",film 2,
HARRY,Who is it?,film 2,
MADAM POMFREY,Put him here.,film 2,
MADAM POMFREY,What happened?,film 2,
DUMBLEDORE,There's been another attack.,film 2,
MCGONAGALL,"I think he's been Petrified, Madam Pomfrey.",film 2,
MCGONAGALL,Look. Perhaps he managed to take a picture of his attacker.,film 2,
MCGONAGALL,"What can this mean, Albus?",film 2,
DUMBLEDORE,It means that our students are in great danger.,film 2,
MCGONAGALL,What should I tell the staff?,film 2,
DUMBLEDORE,The truth.,film 2,
DUMBLEDORE,Tell them Hogwarts is no longer safe.,film 2,
DUMBLEDORE,"It is as we feared, Minerva",film 2,
DUMBLEDORE,The Chamber of Secrets has indeed been opened again.,film 2,
HERMIONE,Again? You mean the Chamber of Secrets has been opened before?,film 2,
RON,Of course.,film 2,
RON,Don't you see?,film 2,
RON,Lucius Malfoy must have opened it when he was at school here.,film 2,
RON,Now he's taught Draco how to do it.,film 2,
HERMIONE,Maybe.,film 2,
HERMIONE,We'll have to wait for the Polyjuice Potion to know for sure.,film 2,
RON,Enlighten me. Why are we brewing this potion in broad daylight in the middle of the girls' lavatory?,film 2,
RON,Don't you think we'll get caught?,film 2,
HERMIONE,No. No one ever comes in here.,film 2,
RON,Why?,film 2,
HERMIONE,Moaning Myrtle.,film 2,
RON,Who?,film 2,
HERMIONE,Moaning Myrtle.,film 2,
RON,Who's Moaning Myrtle?,film 2,
MOANING MYRTLE,I'm Moaning Myrtle.,film 2,
MOANING MYRTLE,I wouldn't expect you to know me.,film 2,
MOANING MYRTLE,"Who would ever talk about ugly, miserable moping Moaning Myrtle? Aaaaaa…",film 2,
HERMIONE,She's a little sensitive.,film 2,
GILDEROY LOCKHART,Gather round!,film 2,
GILDEROY LOCKHART,Gather round.,film 2,
GILDEROY LOCKHART,Can everybody see me?,film 2,
GILDEROY LOCKHART,Can you all hear me?,film 2,
GILDEROY LOCKHART,Excellent.,film 2,
GILDEROY LOCKHART,In light of the dark events of recent weeks Professor Dumbledore has granted me permission to start this Dueling Club to train you all up.,film 2,
GILDEROY LOCKHART,In case you ever need to defend yourselves as I myself have done on countless occasions.,film 2,
GILDEROY LOCKHART,"For full details, see my published works.",film 2,
GILDEROY LOCKHART,Let me introduce my assistant Professor Snape.,film 2,
GILDEROY LOCKHART,He has sportingly agreed to help with a short demonstration.,film 2,
GILDEROY LOCKHART,I don't want any of you youngsters to worry.,film 2,
GILDEROY LOCKHART,You'll still have your Potions master when I'm through with him. Never fear.,film 2,
GILDEROY LOCKHART,One.Two. Three!,film 2,
SNAPE,Expelliarmus!,film 2,Expelliarmus
HERMIONE,Do you think he's all right?,film 2,
RON,Who cares?,film 2,
GILDEROY LOCKHART,"An excellent idea to show them that, Professor Snape...",film 2,
GILDEROY LOCKHART,"but if you don't mind me saying, it was obvious what you were about to do.",film 2,
GILDEROY LOCKHART,"If I had wanted to stop you, it would have been only too easy.",film 2,
SNAPE,"Perhaps it would be prudent to first teach the students to block unfriendly spells, professor.",film 2,
GILDEROY LOCKHART,"An excellent suggestion, Professor Snape..",film 2,
GILDEROY LOCKHART,Let's have a volunteer pair. ,film 2,
GILDEROY LOCKHART,"Potter, Weasley, how about you?",film 2,
SNAPE,Weasley's wand causes devastation with the simplest spells.,film 2,
SNAPE,We'll be sending Potter to the hospital wing in a matchbox.,film 2,
SNAPE,Might I suggest someone from my own house?,film 2,
SNAPE,"Malfoy, perhaps?",film 2,
GILDEROY LOCKHART,"Good luck, Potter.",film 2,
HARRY,"Thank you, sir.",film 2,
GILDEROY LOCKHART,Wands at the ready.,film 2,
DRACO,"Scared, Potter?",film 2,
HARRY,You wish.,film 2,
GILDEROY LOCKHART,On the count of three cast your charms to disarm your opponent. Only to disarm.,film 2,
GILDEROY LOCKHART,We don't want any accidents here.,film 2,
GILDEROY LOCKHART,One. Two...,film 2,
DRACO,Everte Statum!,film 2,Everte Statum
HARRY,Rictusempra!,film 2,Rictusempra
GILDEROY LOCKHART,I said disarm only.,film 2,
DRACO,Serpensortia!,film 2,Serpensortia
SNAPE,"Don't move, Potter.",film 2,
SNAPE,I'll get rid of it for you.,film 2,
GILDEROY LOCKHART,"Allow me, Professor Snape.",film 2,
GILDEROY LOCKHART,Alarte Ascendare!,film 2,Alarte Ascendare
SNAPE,Vipera Evanesca.,film 2,Vipera Evanesca
JUSTIN FINCH-FLETCHLEY,What are you playing at?,film 2,
RON,You're a Parselmouth?,film 2,
RON,Why didn't you tell us?,film 2,
HARRY,I'm a what?,film 2,
HERMIONE,You can talk to snakes.,film 2,
HARRY,I know. I accidentally set a python on my cousin Dudley at the zoo once.,film 2,
HARRY,Once. But so what?,film 2,
HARRY,I bet loads of people here can do it.,film 2,
HERMIONE,"No, they can't.",film 2,
HERMIONE,"It's not a very common gift, Harry.",film 2,
HERMIONE,This is bad.,film 2,
HARRY,What's bad? If I hadn't told that snake not to attack Justin...,film 2,
RON,That's what you said to it.,film 2,
HARRY,You were there. You heard me.,film 2,
RON,I heard you speaking Parseltongue.,film 2,
RON,Snake language.,film 2,
HARRY,I spoke a different language?,film 2,
HARRY,But I didn't realize...,film 2,
HARRY,How can I speak a language without knowing I can?,film 2,
HERMIONE,"I don't know, but it sounded like you were egging the snake on or something.",film 2,
HERMIONE,"Harry, listen to me.",film 2,
HERMIONE,There's a reason the symbol of Slytherin house is a serpent.,film 2,
HERMIONE,Salazar Slytherin was a Parselmouth.,film 2,
HERMIONE,He could talk to snakes too.,film 2,
RON,Exactly.,film 2,
RON,Now the whole school's gonna think you're his great-great-great grandson.,film 2,
HARRY,But I'm not.,film 2,
HARRY,I can't be.,film 2,
HERMIONE,He lived a thousand years ago.,film 2,
HERMIONE,"For all we know, you could be.",film 2,
HARRY,I'll see you back in the common room.,film 2,
VOICE,I want blood.,film 2,
VOICE,They all must die.,film 2,
VOICE,Kill. Kill. Kill.,film 2,
VOICE,Time to kill.,film 2,
FILCH,Caught in the act.,film 2,
FILCH,"I'll have you out this time, Potter.",film 2,
FILCH,Mark my words.,film 2,
HARRY,No. Mr. Filch! You don't understand...,film 2,
HARRY,Professor I swear I didn't.,film 2,
MCGONAGALL,"This is out of my hands, Potter.",film 2,
MCGONAGALL,Professor Dumbledore will be waiting for you.,film 2,
MCGONAGALL,Sherbet Lemon.,film 2,
HARRY,Professor Dumbledore?,film 2,
SORTING HAT,"Bee in your bonnet, Potter?",film 2,
HARRY,I...I..I was just wondering if you put me in the right house.,film 2,
SORTING HAT,Yes. You were particularly difficult to place.,film 2,
SORTING HAT,But I stand by what I said last year.,film 2,
SORTING HAT,You would have done well in Slytherin.,film 2,
HARRY,You're wrong.,film 2,
DUMBLEDORE,Harry?,film 2,
HARRY,Professor.,film 2,
HARRY,Your bird...There was nothing I could do.,film 2,
HARRY,He just caught fire.,film 2,
DUMBLEDORE,And about time too.,film 2,
DUMBLEDORE,He's been looking dreadful for days.,film 2,
DUMBLEDORE,Pity you had to see him on a burning day.,film 2,
DUMBLEDORE,"Fawkes is a phoenix, Harry.",film 2,
DUMBLEDORE,They burst into flame when it is time for them to die...,film 2,
DUMBLEDORE,and then they are reborn from the ashes.,film 2,
DUMBLEDORE,"Fascinating creatures, phoenixes.",film 2,
DUMBLEDORE,They can carry immensely heavy loads.,film 2,
DUMBLEDORE,Their tears have healing powers.,film 2,
HAGRID,"Professor Dumbledore, sir!",film 2,
HAGRID,Wait! Listen!,film 2,
HAGRID,"Professor Dumbledore, sir, it wasn't Harry.",film 2,
HAGRID,I'd be prepared to swear it in front of the Ministry of Magic.,film 2,
DUMBLEDORE,Hagriiid!! Relax.,film 2,
DUMBLEDORE,I do not believe that Harry attacked anyone.,film 2,
HAGRID,Of course you don't.,film 2,
HAGRID,"Ohh! Oww! Right. Well, I'll...",film 2,
HAGRID,"I'll just wait outside, then.",film 2,
DUMBLEDORE,Yes.,film 2,
HARRY,"You don't think it was me, professor?",film 2,
DUMBLEDORE,"No, Harry. I do not think it was you.",film 2,
DUMBLEDORE,But I must ask you is there something you wish to tell me?,film 2,
HARRY,"No, sir. Nothing",film 2,
DUMBLEDORE,"Very well, then.",film 2,
DUMBLEDORE,Off you go.,film 2,
HERMIONE,Everything's set. ,film 2,
HERMIONE,We just need a bit of who you're changing into.,film 2,
HARRY,Crabbe and Goyle.,film 2,
HERMIONE,We also need to make sure that the real Crabbe and Goyle can't burst in on us while we're interrogating Malfoy.,film 2,
RON,How?,film 2,
HERMIONE,I've got it all worked out.,film 2,
HERMIONE,I filled these with a simple Sleeping Draught.,film 2,
HERMIONE,"Simple, but powerful.",film 2,
HERMIONE,"Now, once they're asleep hide them in the broomstick cupboard and pull out a few of their hairs and put on their uniforms.",film 2,
RON,"Whose hair are you ripping out, then?",film 2,
HERMIONE,I've already got mine.,film 2,
HERMIONE,Millicent Bulstrode. Slytherin.,film 2,
HERMIONE,I got this off her robes.,film 2,
HERMIONE,I'm going to go check on the Polyjuice Potion.,film 2,
HERMIONE,Make sure that Crabbe and Goyle find these.,film 2,
HARRY,"Ron, maybe I should do it.",film 2,
RON,Yeah. Right.,film 2,
HARRY,Wingardium Leviosa.,film 2,Wingardium Leviosa
CRABBE,Cool. Umm..um.,film 2,
RON,How thick could you get?,film 2,
HARRY,"Come on, let's get them.",film 2,
HERMIONE,We'll have exactly one hour before we change back into ourselves.,film 2,
HERMIONE,Add the hairs.,film 2,
RON,Essence of Crabbe.,film 2,
HERMIONE,Cheers.,film 2,
RON,I think I'm gonna be sick.,film 2,
HERMIONE,Me too.,film 2,
RON,Harry?,film 2,
HARRY,Ron.,film 2,
RON,Bloody hell!,film 2,
HARRY,We still sound like ourselves.,film 2,
HARRY,You need to sound more like Crabbe.,film 2,
RON,Bloody hell.,film 2,
HARRY,Excellent.,film 2,
RON,But where's Hermione?,film 2,
HERMIONE,I...I don't think I'm going.,film 2,
HERMIONE,You go on without me.,film 2,
HARRY,"Hermione, are you okay?",film 2,
HERMIONE,Just go. You're wasting time.,film 2,
HARRY,Come on.,film 2,
HARRY,I think the Slytherin common room's this way.,film 2,
PERCY,Excuse me.,film 2,
RON,What are you doing d...?,film 2,
RON,"I mean, what are you doing down here?",film 2,
PERCY,I happen to be a school prefect.,film 2,
PERCY,"You, on the other hand, have no business wandering the corridors at night.",film 2,
PERCY,What are your names again?,film 2,
HARRY,I'm...,film 2,
DRACO,"Crabbe, Goyle, where have you been?",film 2,
DRACO,Pigging out in the Great Hall all this time?,film 2,
DRACO,Why are you wearing glasses?,film 2,
HARRY,Ah- um.. Reading.,film 2,
DRACO,Reading?,film 2,
DRACO,I didn't know you could read.,film 2,
DRACO,"And what are you doing down here, Weasley?",film 2,
PERCY,"Mind your attitude, Malfoy.",film 2,
DRACO,"Well, sit down.",film 2,
DRACO,"You'd never know the Weasleys were pure-bloods, the way they behave.",film 2,
DRACO,They're an embarrassment to the wizarding world. All of them.,film 2,
DRACO,"What's wrong with you, Crabbe?",film 2,
RON,Stomachache.,film 2,
DRACO,I'm surprised the Daily Prophet hasn't done a report on all these attacks.,film 2,
DRACO,I suppose Dumbledore is trying to hush it all up.,film 2,
DRACO,Father always said Dumbledore was the worst thing that ever happened to this place.,film 2,
HARRY,You're wrong!,film 2,
DRACO,What?,film 2,
DRACO,You think there's someone here who's worse than Dumbledore?,film 2,
DRACO,Well? Do you?,film 2,
HARRY,Harry Potter?,film 2,
DRACO,"Good one, Goyle.",film 2,
DRACO,You're absolutely right.,film 2,
DRACO,Saint Potter.,film 2,
DRACO,And people actually think that he's the Heir of Slytherin?,film 2,
HARRY,But then you must have some idea who's behind it all.,film 2,
DRACO,"You know I don't, Goyle.",film 2,
DRACO,I told you yesterday.,film 2,
DRACO,How many times do I have to tell you?,film 2,
DRACO,Is this yours?,film 2,
DRACO,But my father did say this:,film 2,
DRACO,It's been 50 years since the Chamber was opened.,film 2,
DRACO,He wouldn't tell me who opened it.,film 2,
DRACO,Only that they were expelled.,film 2,
DRACO,"The last time the Chamber of Secrets was opened, a Mudblood died.",film 2,
DRACO,So it's only a matter of time before one of them is killed this time.,film 2,
DRACO,As for me I hope it's Granger.,film 2,
DRACO,What's the matter with you two?,film 2,
DRACO,You're acting very odd.,film 2,
HARRY,It's his stomachache.,film 2,
HARRY,Calm down.,film 2,
RON,Scar!,film 2,
HARRY,Hair!,film 2,
DRACO,Hey! Where are you going?,film 2,
RON,That was close.,film 2,
HARRY,"Hermione, come out.",film 2,
HARRY,We've got loads to tell you.,film 2,
HERMIONE,Go away.,film 2,
MOANING MYRTLE,Wait till you see. It's awful.,film 2,
HARRY,Hermione?,film 2,
HARRY,Are you okay?,film 2,
HERMIONE,Do you remember me telling you that the Polyjuice Potion was only for human transformations?,film 2,
HERMIONE,It was cat hair I plucked off Millicent Bulstrode's robes.,film 2,
HERMIONE,Look at my face.,film 2,
RON,Look at your tail.,film 2,
RON,Have you spoken to Hermione?,film 2,
HARRY,She should be out of hospital in a few days when she stops coughing up fur balls.,film 2,
HARRY,What's this?,film 2,
RON,Yuck!,film 2,
HARRY,Looks like Moaning Myrtle's flooded the bathroom.,film 2,
MOANING MYRTLE,Ohh-Uhh..Come to throw something else at me?,film 2,
HARRY,Why would I throw something at you?,film 2,
MOANING MYRTLE,"Don't ask me. Here I am, minding my own business and someone thinks it's funny to throw a book at me.",film 2,
RON,But it can't hurt if someone throws something at you.,film 2,
RON,"I mean, it'll just go right through you.",film 2,
MOANING MYRTLE,SURE! Let's all throw books at Myrtle because she can't feel it.,film 2,
MOANING MYRTLE,Ten points if you get it through her stomach!,film 2,
MOANING MYRTLE,Fifty points if it goes through her head!,film 2,
HARRY,"But who threw it at you, anyway?",film 2,
MOANING MYRTLE,I don't know. I didn't see them.,film 2,
MOANING MYRTLE,"I was just sitting in the U-bend, thinking about death and it fell through the top of my head.",film 2,
MOANING MYRTLE,Whoo-oooh-whoooo...,film 2,
HARRY,"""Tom Marvolo Riddle.""",film 2,
HARRY,My name is Harry Potter.,film 2,
DIARY,"Hello Harry Potter, my name is Tom Riddle.",film 2,
HARRY,Do you know anything about the Chamber of Secrets?,film 2,
DIARY,Yes.,film 2,
HARRY,Can you tell me?,film 2,
DIARY,No. But I can show you.,film 2,
DIARY,Let me take you back fifty years ago.,film 2,
DIARY,13th June..,film 2,
HARRY,Excuse me. ,film 2,
HARRY,Could you tell me what's going on here?,film 2,
HARRY,Are you Tom Riddle?,film 2,
HARRY,"Hello, can you hear me?",film 2,
DUMBLEDORE,Riddle! Come.,film 2,
TOM RIDDLE,Professor Dumbledore.,film 2,
HARRY,Dumbledore?,film 2,
DUMBLEDORE,"It is not wise to be wandering around this late hour, Tom.",film 2,
TOM RIDDLE,"Yes, professor. I suppose I...",film 2,
TOM RIDDLE,I had to see for myself if the rumors were true.,film 2,
DUMBLEDORE,"I'm afraid they are, Tom.",film 2,
DUMBLEDORE,They are true.,film 2,
TOM RIDDLE,About the school as well?,film 2,
TOM RIDDLE,I don't have a home to go to.,film 2,
TOM RIDDLE,"They wouldn't really close Hogwarts, would they, professor?",film 2,
DUMBLEDORE,"I understand, Tom, but I'm afraid Headmaster Dippet may have no choice.",film 2,
TOM RIDDLE,"Sir, if it all stopped, if the person responsible was caught...",film 2,
DUMBLEDORE,Is there something you wish to tell me?,film 2,
TOM RIDDLE,"No, sir. Nothing.",film 2,
DUMBLEDORE,"Very well, then. Off you go.",film 2,
TOM RIDDLE,"Good night, sir.",film 2,
HAGRID,Let's get you out of there.,film 2,
TOM RIDDLE,"Evening, Hagrid.",film 2,
TOM RIDDLE,I'm going to have to turn you in Hagrid,film 2,
TOM RIDDLE,I don't think you meant it to kill anyone...,film 2,
HAGRID,You can't. You don't understand.,film 2,
TOM RIDDLE,The dead girl's parents will be here tomorrow. ,film 2,
TOM RIDDLE,The least Hogwarts can do is make sure the thing that killed their daughter is slaughtered.,film 2,
HAGRID,It wasn't him.,film 2,
HAGRID,Aragog never killed no one. Never.,film 2,
TOM RIDDLE,"Monsters don't make good pets, Hagrid.",film 2,
TOM RIDDLE,"Now, stand aside.",film 2,
HAGRID,No!,film 2,
TOM RIDDLE,"Stand aside, Hagrid.",film 2,
HAGRID,No!,film 2,
TOM RIDDLE,Cistem Aperio!,film 2,Cistem Aperio
TOM RIDDLE,Arania Exumai!,film 2,Arania Exumai
HAGRID,Aragog! Aragog!,film 2,
TOM RIDDLE,I can't let you go.,film 2,
TOM RIDDLE,"They'll have your wand for this, Hagrid.",film 2,
TOM RIDDLE,You'll be expelled.,film 2,
HARRY,Hagrid!,film 2,
HARRY,HAAGRIIID!,film 2,
HARRY,Wow!,film 2,
HARRY,It was Hagrid. ,film 2,
HARRY,Hagrid opened the Chamber of Secrets 50 years ago.,film 2,
HERMIONE,It can't be Hagrid.,film 2,
HERMIONE,It just can't be.,film 2,
RON,We don't even know this Tom Riddle.,film 2,
RON,"He sounds like a dirty, rotten snitch.",film 2,
HARRY,"The monster had killed somebody, Ron.",film 2,
HARRY,What would any of us have done?,film 2,
HERMIONE,"Look, Hagrid's our friend. ",film 2,
HERMIONE,Why don't we just go and ask him about it?,film 2,
RON,That would be a cheerful visit.,film 2,
RON,"Hello, Hagrid. Tell us, have you been setting anything mad and hairy loose in the castle lately?",film 2,
HAGRID,"Mad and hairy? You wouldn't be talking about me, now, would you?",film 2,
HARRY-RON-HERMIONE,No.,film 2,
HARRY,"What's that you've got, Hagrid?",film 2,
HAGRID,It's Flesh-Eating Slug Repellent.,film 2,
HAGRID,"For the Mandrakes, you know.",film 2,
HAGRID,"Now, according to Professor Sprout, they've still got a bit of growing to do.",film 2,
HAGRID,"But once their acne's cleared up, we'll chop them up and stew them. and then we'll get those people down at the hospital un-Petrified.",film 2,
HAGRID,"In the meantime, though, you three had best be looking after yourselves.",film 2,
HAGRID,All right?,film 2,
HAGRID,"Hello, Neville.",film 2,
NEVILLE,"Harry, I don't know who did it, but you'd better come.",film 2,
NEVILLE,Come on!,film 2,
HERMIONE,It had to be a Gryffindor.,film 2,
HERMIONE,Nobody else knows our password.,film 2,
HERMIONE,Unless it wasn't a student.,film 2,
RON,"Whoever it was, they must have been looking for something.",film 2,
HARRY,And they found it.,film 2,
HARRY,Tom Riddle's diary is gone.,film 2,
WOOD,"All right, listen up.",film 2,
WOOD,"We play our game, Hufflepuff doesn't stand a chance.",film 2,
WOOD,"We're stronger, quicker and smarter.",film 2,
FRED,Not to mention they're dead scared that Harry will Petrify them if they fly anywhere near him.,film 2,
WOOD,"Well, that too.",film 2,
WOOD,Professor McGonagall.,film 2,
MCGONAGALL,This match has been canceled.,film 2,
WOOD,We can't cancel Quidditch.,film 2,
MCGONAGALL,"Silence, Wood. You and your teammates will go to Gryffindor Tower. Now.",film 2,
MCGONAGALL,"Potter, you and I will find Mr. Weasley.",film 2,
MCGONAGALL,There's something the both of you have to see.,film 2,
MCGONAGALL,I warn you.,film 2,
MCGONAGALL,This could be a wee bit of a shock.,film 2,
RON,Hermione!,film 2,
MCGONAGALL,She was found near the library along with this.,film 2,
MCGONAGALL,Does it mean anything to either of you?,film 2,
HARRY,No.,film 2,
MCGONAGALL,"Could I have your attention, please?",film 2,
MCGONAGALL,"Because of recent events, these new rules will be put into effect immediately:",film 2,
MCGONAGALL,All students will return to their house common rooms by 6:00 every evening.,film 2,
MCGONAGALL,All students will be escorted to each lesson by a teacher.,film 2,
MCGONAGALL,No exceptions.,film 2,
MCGONAGALL,I should tell you this:,film 2,
MCGONAGALL,Unless the culprit behind these attacks is caught it is likely the school will be closed.,film 2,
HARRY,"We've got to talk to Hagrid, Ron.",film 2,
HARRY,I can't believe it's him but if he did set the monster loose last time he'll know how to get inside the Chamber of Secrets. That's a start.,film 2,
RON,But you heard McGonagall.,film 2,
RON,We're not allowed to leave the tower except for class.,film 2,
HARRY,I think it's time to get my dad's old cloak out again.,film 2,
HAGRID,Who's there?,film 2,
HAGRID,Hello? Hello?,film 2,
HARRY,What's that for?,film 2,
HAGRID,Nothing. I was expecting... It doesn't matter. Come on in.,film 2,
HAGRID,I just made a pot of tea.,film 2,
HARRY,"Hagrid, are you okay?",film 2,
HAGRID,I'm fine. I'm all right.,film 2,
HARRY,Did you hear about Hermione?,film 2,
HAGRID,"Oh yeah. I heard about that, all right.",film 2,
HARRY,"Look, we have to ask you something.",film 2,
HARRY,Do you know who's opened the Chamber of Secrets?,film 2,
HAGRID,What you had to understand about that is...,film 2,
HAGRID,"Quick, under the cloak.",film 2,
HAGRID,Don't say a word.,film 2,
HAGRID,"Be quiet, both of you.",film 2,
HAGRID,"Professor Dumbledore, sir.",film 2,
DUMBLEDORE,"Good evening, Hagrid.",film 2,
DUMBLEDORE,"I wonder, could we...?",film 2,
HAGRID,Of course. Come in. Come in.,film 2,
RON,That's Dad's boss.,film 2,
RON,"Cornelius Fudge, Minister of Magic.",film 2,
FUDGE,"Bad business, Hagrid, very bad business.",film 2,
FUDGE,Had to come.,film 2,
FUDGE,Three attacks on Muggle-borns.,film 2,
FUDGE,Things have gone far enough.,film 2,
FUDGE,The Ministry's got to act.,film 2,
HAGRID,But I never...,film 2,
HAGRID,"You know I never, professor.",film 2,
DUMBLEDORE,"I want it understood, Cornelius that Hagrid has my full confidence.",film 2,
FUDGE,"Albus, look, Hagrid's record is against him.",film 2,
FUDGE,I've got to take him.,film 2,
HAGRID,Take me? Take me where?,film 2,
HAGRID,Not Azkaban prison.,film 2,
FUDGE,"I'm afraid we have no choice, Hagrid.",film 2,
LUCIUS MALFOY,"Already here, Fudge?",film 2,
LUCIUS MALFOY,Good.,film 2,
HAGRID,What are you doing here?,film 2,
HAGRID,Get out of my house!,film 2,
LUCIUS MALFOY,Believe me I take absolutely no pleasure being inside your...,film 2,
LUCIUS MALFOY,You call this a house?,film 2,
LUCIUS MALFOY,No.,film 2,
LUCIUS MALFOY,I simply called up the school and was told the headmaster was here.,film 2,
DUMBLEDORE,"Well, what exactly is it that you want with me?",film 2,
LUCIUS MALFOY,The other governors and I have decided it's time for you to step aside.,film 2,
LUCIUS MALFOY,This is an order of suspension.,film 2,
LUCIUS MALFOY,You'll find all 12 signatures on it.,film 2,
LUCIUS MALFOY,I'm afraid we feel you've rather lost your touch.,film 2,
LUCIUS MALFOY,"Well, what, with all these attacks there'll be no Muggle-borns left at Hogwarts.",film 2,
LUCIUS MALFOY,I can only imagine what an awful loss that would be to the school.,film 2,
HAGRID,You can't take Professor Dumbledore away.,film 2,
HAGRID,Take him away and the Muggle-borns won't stand a chance.,film 2,
HAGRID,"You mark my words, there'll be killings next!",film 2,
LUCIUS MALFOY,You think so?,film 2,
DUMBLEDORE,"Calm yourself, Hagrid.",film 2,
DUMBLEDORE,"If the governors desire my removal I will, of course, step aside.",film 2,
DUMBLEDORE,However you will find that help will always be given at Hogwarts to those who ask for it.,film 2,
LUCIUS MALFOY,Admirable sentiments.,film 2,
LUCIUS MALFOY,Shall we?,film 2,
LUCIUS MALFOY,Fudge.,film 2,
FUDGE,"Come, Hagrid.",film 2,
HAGRID,Well? If...,film 2,
HAGRID,If anybody was looking for some stuff then all they'd have to do would be to follow the spiders.,film 2,
HAGRID,Yep. That would lead them right.,film 2,
HAGRID,That's all I have to say.,film 2,
HAGRID,And someone will need to feed Fang while I'm away.,film 2,
FUDGE,Good boy.,film 2,
RON,Hagrid's right.,film 2,
RON,"With Dumbledore gone, there'll be an attack a day.",film 2,
HARRY,Look.,film 2,
HARRY,Come on.,film 2,
HARRY,"Come on, Fang.",film 2,
HARRY,Come on.,film 2,
RON,What?,film 2,
HARRY,You heard what Hagrid said.,film 2,
HARRY,Follow the spiders.,film 2,
RON,They're heading to the Dark Forest.,film 2,
RON,"Why spiders? Why couldn't it be ""follow the butterflies""?",film 2,
RON,"Harry, I don't like this.",film 2,
RON,"Harry, I don't like this at all.",film 2,
HARRY,Shush!,film 2,
RON,Can we go back now?,film 2,
HARRY,Come on.,film 2,
ARAGOG,Who is it?,film 2,
